Todo,Difficulty,Type,Category,Rating,Political,Bit idea,Expanded Concept,Programmatic / Tech Steps,Notes / Risks,Outline Dialog/Steps,Assets Needed
,Mid,Bit,Tech-Call,G,No,Conference call with god and satan,"Set piece: Conference call with god and satan. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Fake-call UI overlay (FaceTime/Zoom style): ringtone SFX, answer/decline buttons, pre-recorded caller clips cut as clean answers on their own buttons.","Religious material: land the punchline on the situation, not the faith; expect some walk-outs either direction.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.","Fake-call UI overlay (PSD); ringtone SFX; 3-5 pre-recorded caller clips (15-30s each, cut as clean answers); FaceTime-style UI soundbed. Church backdrop plate; choir/organ sting; smart-script review."
,Mid,Bit,Audience,G,No,Attach my head to a drone to fly out in the audience,"Developed bit: Attach my head to a drone to fly out in the audience. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Drone POV feed to screens (or fake 'cloaked drone' footage); venue approval + spotter required, never flies over heads.","Safety: venue approval, insurance, spotter; never over the crowd.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Drone-cam feed pipeline OR pre-shot 'fake drone' footage; venue approval + spotter. Animated bug overlay (loops around head); swat/zip SFX.
,Mid,Bit,Sketch,G,No,Do a tribute to Dice Clay hickory dickory dock but more like the musical drummer boy that king and Country do,"Developed bit: Tribute to Dice Clay hickory dickory dock but more like the musical drummer boy that king and Country do. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,SciFi,G,No,Listen to voice mails that famous people have left me,"Set piece: Listen to voice mails that famous people have left me. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Tech-Call,G,No,Have funny relevant ringtones when I get a call (I always feel like somebody is watching me when the boss calls),"Full bit: Have funny relevant ringtones when I get a call (I always feel like somebody is watching me when the boss calls). Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Fake-call UI overlay (FaceTime/Zoom style): ringtone SFX, answer/decline buttons, pre-recorded caller clips cut as clean answers on their own buttons.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Music,G,No,Have a big dance number o the screen behind,"Set piece: Have a big dance number o the screen behind. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,"Run thru an absurdly long credits, social media and hashtags list at the end","Developed bit: Run thru an absurdly long credits, social media and hashtags list at the end. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Hard,Bit,History,G,No,"Do a history of TV, and fake news, and music videos with clips running in old style tv screens","Full bit: History of TV, and fake news, and music videos with clips running in old style tv screens. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Breaking-news package: urgent sting, lower-thirds, ticker on rear screens; head anchors with suit graphic. Abort button restores normal face.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",News sting SFX; lower-third template pack; ticker graphic; anchor-suit face card; ABORT card.
,Mid,Bit,Sketch,G,No,Jump the shark video,"Set piece: Jump the shark video. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Secret message in a picture sentence,"Set piece: Secret message in a picture sentence. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Closed captions in pig latin,"Full bit: Closed captions in pig latin. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.",Caption/translator overlay: live or pre-typed captions on the lower third; pre-type the punchline mistranslations.,Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Caption overlay template; brandable font pack; pre-typed punchline captions.
,Mid,Bit,Sketch,G,No,Or say something insulting and have the closed caption in correct English,"Developed bit: Or say something insulting and have the closed caption in correct English. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.",Caption/translator overlay: live or pre-typed captions on the lower third; pre-type the punchline mistranslations.,Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Caption overlay template; brandable font pack; pre-typed punchline captions.
,Mid,Bit,Sketch,G,No,Use the cat face filter,"Full bit: Use the cat face filter. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Face-filter stack: each filter on its own app button, cycle order rehearsed; camera-tracked filters need good front-light on the head.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Face-filter pack (list per bit); head-tracking calibration; front-light note.
,Mid,Bit,Tech-Call,G,No,Talk to someone on the ring doorbell,"Developed bit: Talk to someone on the ring doorbell. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Fake-call UI overlay (FaceTime/Zoom style): ringtone SFX, answer/decline buttons, pre-recorded caller clips cut as clean answers on their own buttons.","IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.","Fake-call UI overlay (PSD); ringtone SFX; 3-5 pre-recorded caller clips (15-30s each, cut as clean answers); FaceTime-style UI soundbed."
,Mid,Bit,Music,G,No,do Ben Folds like live rap song to people online,"Developed bit: Do Ben Folds like live rap song to people online. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Music cue stack: backing track + on-screen lyrics (bouncing ball where noted); lighting macro per song, out on the final sting.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Backing track (custom/licensed); lyric overlay template; bouncing-ball animation; song lighting macro; final sting SFX.
